classe,tipo,origem,destino
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (2).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (2).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (20).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (20).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (21).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (21).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (22).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (22).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (23).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (23).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (24).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (24).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (3).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (3).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (4).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (4).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (5).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (5).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (6).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (6).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (7).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (7).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (8).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (8).jpg
nao_otoscopica,original,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (9).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (9).jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (1).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (1)_aug1.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (10).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (10)_aug2.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (11).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (11)_aug3.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (12).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (12)_aug4.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (13).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (13)_aug5.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (14).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (14)_aug6.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (15).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (15)_aug7.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (16).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (16)_aug8.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (17).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (17)_aug9.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (18).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (18)_aug10.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (19).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (19)_aug11.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (2).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (2)_aug12.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (20).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (20)_aug13.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (21).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (21)_aug14.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (22).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (22)_aug15.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (23).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (23)_aug16.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (24).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (24)_aug17.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (3).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (3)_aug18.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (4).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (4)_aug19.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (5).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (5)_aug20.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (6).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (6)_aug21.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (7).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (7)_aug22.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (8).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (8)_aug23.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (9).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (9)_aug24.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (1).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (1)_aug25.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (10).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (10)_aug26.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (11).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (11)_aug27.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (12).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (12)_aug28.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (13).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (13)_aug29.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (14).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (14)_aug30.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (15).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (15)_aug31.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (16).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (16)_aug32.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (17).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (17)_aug33.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (18).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (18)_aug34.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (19).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (19)_aug35.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (2).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (2)_aug36.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (20).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (20)_aug37.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (21).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (21)_aug38.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (22).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (22)_aug39.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (23).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (23)_aug40.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (24).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (24)_aug41.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (3).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (3)_aug42.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (4).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (4)_aug43.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (5).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (5)_aug44.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (6).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (6)_aug45.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (7).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (7)_aug46.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (8).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (8)_aug47.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (9).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (9)_aug48.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (1).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (1)_aug49.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (10).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (10)_aug50.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (11).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (11)_aug51.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (12).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (12)_aug52.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (13).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (13)_aug53.jpg
nao_otoscopica,augment,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTODATA\TRAIN\nao_otoscopica\nao_otoscopica_train (14).jpg,C:\Users\drdhs\OneDrive\Documentos\APPROTTO\PROTTO\dataset\PROTTOAUGMENTED\TRAIN\nao_otoscopica\nao_otoscopica_train (14)_aug54.jpg
